FIPS,State,County,N_1982,N_1987,N_1992,N_1997,P_1982,P_1987,P_1992,P_1997
47183,Tennessee,Weakley,1568941.687,1600637.04,1494389.089,1298305.577,504040.4569,546243.8993,495450.0703,441822.4101
47185,Tennessee,White,1979719,1893610.465,1888331.065,1940015.322,569046.27,546698.851,535005.287,567343.7416
47187,Tennessee,Williamson,3036795.088,2504790.575,2359686.81,2482422.925,865220.959,738942.3108,697883.8265,736246.0125
47189,Tennessee,Wilson,2622106.969,2589446.58,2588055.393,2537630.38,789153.4168,785606.0038,791469.0434,769739.9249
48001,Texas,Anderson,3205060.704,3609106.827,3942624.31,4173986.39,989192.1446,1112162.136,1239302.873,1309548.827
48003,Texas,Andrews,730263.9175,960829.9075,1142763.688,805486.2975,175655.1785,227531.126,276076.43,253871.661
48005,Texas,Angelina,1084656.929,1054313.343,1213124.533,1633087.542,337907.668,331197.9422,382168.1675,508005.9111
48007,Texas,Aransas,103886.9825,100894.6275,74070.223,95588.78,30382.157,32083.974,17754.4117,30442.624
48009,Texas,Archer,2653447.065,3062584.813,3556973.385,3796721.955,729226.1015,827598.953,967955.97,1011960.635
48011,Texas,Armstrong,1636428.738,1613704.543,1604514.588,1505875.368,442153.558,426012.145,466363.373,438459.621
48013,Texas,Atascosa,4947130.801,4348659.253,4081305.12,3755533.82,1495076.044,1351699.474,1232163.241,1126969.276
48015,Texas,Austin,3815190.383,4171429.122,4037773.469,4131019.64,1193829.202,1340146.161,1296261.596,1317538.216
48017,Texas,Bailey,1901496.148,2791154.025,2692353.435,4539867.21,506613.1855,782287.373,692281.9155,1139313.963
48019,Texas,Bandera,906297.205,771458.5985,914463.388,746977.056,271485.4784,231294.6599,277730.5857,222075.0744
48021,Texas,Bastrop,3436040.222,3797811.187,3852962.341,4247037.288,1083963.421,1197345.977,1221945.808,1330943.996
48023,Texas,Baylor,1673316.913,1756597.205,1725865.545,2732963.988,510393.9635,493975.677,512517.284,696672.5615
48025,Texas,Bee,2378483.73,2955093.504,2252471.47,2342460.558,762712.206,931440.1261,713285.4468,729838.361
48027,Texas,Bell,2760017.965,2619863.698,2559039.635,2352519.828,838637.972,777024.6025,788091.982,726615.0765
48029,Texas,Bexar,3150642.209,2786698.371,2746735.408,2754010.86,938344.6746,849294.5092,830583.9573,834812.6173
48031,Texas,Blanco,1428936.855,1314796.195,1264773.867,1251430.91,429724.762,400330.181,379102.0411,379058.3625
48033,Texas,Borden,1075915.615,1067301.268,1250413.35,888611.0775,336586.272,253598.629,311718.03,216149.4325
48035,Texas,Bosque,2994202.938,2760101.995,2803496.158,2799824.125,917350.7105,835849.3055,863849.019,864055.134
48037,Texas,Bowie,3250315.284,2997843.591,3278936.203,4039008.039,967113.6773,887091.6922,971246.5792,1204249.614
48039,Texas,Brazoria,3171871.329,3122019.158,3782385.914,3941668.624,1006880.856,1004515.232,1218699.473,1260813.542
48041,Texas,Brazos,2430214.652,3051398.025,2823117.917,3101553.791,764687.8601,972753.07,899513.09,927997.7754
48043,Texas,Brewster,2484266.045,2246797.23,2480578.703,1953789.17,781336.245,530759.323,590414.8475,622578.788
48045,Texas,Briscoe,983565.39,1061987.253,862403.915,909237.8025,242073.0965,329569.174,271648.624,234570.995
48047,Texas,Brooks,1601581.008,1810635.745,1692334.569,1320518.326,503769.614,566731.4015,534916.6916,417980.3142
48049,Texas,Brown,3027675.524,2617480.884,2937715.513,3126000.25,894360.68,774147.8355,862980.6575,913497.785
48051,Texas,Burleson,2973701.935,3118527.23,3525262.583,3668685.06,935471.9925,1000691.301,1103843.42,1167691.779
48053,Texas,Burnet,2281476.204,1971693.389,2155144.216,2220027.872,700567.0597,609041.2828,674408.1939,689066.3458
48055,Texas,Caldwell,2933743.418,2893774.55,2902491.956,2759889.443,973996.5735,959270.6173,965779.9685,907394.5416
48057,Texas,Calhoun,864628.2375,805972.316,795151.9825,1023388.898,277040.9605,260241.1584,260672.714,245870.885
48059,Texas,Callahan,2042905.304,2290785.923,2182154.465,2753196.123,634402.3201,678436.5885,654632.4545,696116.7705
48061,Texas,Cameron,1363068.122,1199226.353,764823.901,781335.1205,360326.9789,305915.2745,240639.8349,243668.5317
48063,Texas,Camp,1827953.563,2717901.393,4329671.075,4997821.355,536281.8507,797250.554,1364985.217,1594209.784
48065,Texas,Carson,2138672.968,2573785.428,2565112.348,2696172.055,629903.7925,678031.762,691800.4375,712634.7755
48067,Texas,Cass,2204723.637,2003330.793,1961782.888,2481440.338,679154.6528,628584.9627,611069.02,635420.984
48069,Texas,Castro,6259855.688,8122146.418,11358473.99,16227864.32,1825165.665,2353084.276,3144198.066,4459941.091
48071,Texas,Chambers,1365086.662,1075855.87,926110.8075,1285071.325,326411.5371,348252.6375,301936.014,415257.44
48073,Texas,Cherokee,3358553.002,3600429.494,4134709.58,4598362.349,968093.4439,1006444.928,1111562.68,1257542.973
48075,Texas,Childress,598468.56,725973.9,968880.3025,852576.3975,184736.151,220149.934,237494.119,261274.175
48077,Texas,Clay,3661319.361,3811006.993,4217295.385,4188054.109,1070638.95,1088357.035,1224249.439,1247366.538
48079,Texas,Cochran,1342344.323,1159442.598,782593.325,647682.9,405309.216,333628.967,191929.2775,179545.786
48081,Texas,Coke,1950546.623,1657623.21,1665246.045,1353753.455,532334.517,437640.185,371490.193,357433.599
48083,Texas,Coleman,3277398.862,2705654.45,2869093.67,3431611.205,927426.4886,756167.427,832574.9915,811387.636
48085,Texas,Collin,2511589.72,2324700.493,1864718.899,1971750.97,717753.5502,689582.6979,547774.9129,584313.8203
48087,Texas,Collingsworth,1370754.953,1291780.913,1727418.3,1818403.135,421835.557,388044.993,524348.7255,554582.725
48089,Texas,Colorado,4371328.592,4188759.89,4184102.072,4248265.716,1418121.959,1358438.446,1353071.275,1360347.694
48091,Texas,Comal,848420.9445,889321.1745,794275.514,687997.207,260848.3828,271858.6955,243028.6226,212138.7308
48093,Texas,Comanche,4460604.688,4009246.202,4954065.819,5906268.363,1225983.947,1092305.88,1339857.136,1581196.057
48095,Texas,Concho,2185152.103,2211226.145,1985846.58,2089174.593,546249.183,565860.811,502018.14,464505.9295
48097,Texas,Cooke,3443283.585,4352128.961,3865742.009,4530930.231,969240.7265,1261368.805,1102591.818,1326396.156
48099,Texas,Coryell,2845439.231,2602243.097,2644870.578,3424906.84,870362.1946,798662.166,800376.3734,1076321.328
48101,Texas,Cottle,881845.3425,1216768.528,1109200.338,1576806.073,276312.117,299778.665,272359.4685,384113.991
48103,Texas,Crane,352692.065,408878.185,601150.905,467736.355,84562.256,111520.475,138941.4045,145455.995
48105,Texas,Crockett,3172147.56,2586210.405,3166153.678,2408095.448,656916.885,611885.595,659332.24,508336.1925
48107,Texas,Crosby,669856.02,693267.3775,684794.07,708042.3375,206666.599,213739.915,167298.5525,174241.4205
48109,Texas,Culberson,1275749.52,1053494.356,791832.395,1090776.905,408256.383,264743.3048,246977.466,260663.7175
48111,Texas,Dallam,5139147.765,5528983.323,6524547.253,7910792.94,1568375.925,1588469.258,1895950.111,2337660.862
48113,Texas,Dallas,1372611.031,1007242.386,695914.2985,788263.745,394314.2725,287022.7592,195964.3915,224316.102
48115,Texas,Dawson,277330.72,376124.8225,405860.8275,433488.1775,86717.057,113089.985,99677.6895,109660.2155
48117,Texas,Deaf Smith,13487869.23,13966786.82,15675329.47,18942587.59,3713550.286,3976842.311,4342170.226,4979533.003
48119,Texas,Delta,1120504.4,1149517.488,841399.62,930824.2975,325795.66,338125.4315,248947.752,281136.8625
48121,Texas,Denton,2908691.182,2609175.15,2474986.902,2984796.971,865972.7598,768295.9263,737045.6178,887711.5151
48123,Texas,DeWitt,4835594.573,5151417.925,4949377.565,4664657.438,1540917.99,1637246.463,1562391.037,1487551.055
48125,Texas,Dickens,1228198.306,1007916.698,1212481.148,1440309.113,384153.8062,315779.297,382974.7,350137.7115
48127,Texas,Dimmit,2417542.155,1684435.028,1857872.51,1243130.535,731166.481,518904.1225,482941.546,368900.251
48129,Texas,Donley,2170005.068,2319023.863,1961528.943,3470066.123,654630.384,712328.751,608814.717,871599.29
48131,Texas,Duval,3965060.426,3380383.478,2499443.22,2225636.495,1258623.899,1060536.908,779568.3875,707382.734
48133,Texas,Eastland,2504776.469,2299749.818,2477199.606,3075013.911,790150.305,707443.712,781531.4097,976245.665
48135,Texas,Ector,567613.571,555917.371,734796.025,557138.188,168590.4924,130643.4304,172620.418,173458.0787
48137,Texas,Edwards,1618340.155,1368571.815,1570179.595,1206351.203,440813.925,378461.8905,431671.05,334568.8065
48139,Texas,Ellis,2646401.463,2562751.416,2622131.913,2715358.594,801317.2597,755991.7332,782328.4272,816047.8811
48141,Texas,El Paso,1376173.748,1332006.403,1825761.33,1669469.325,324669.1973,322355.7375,393443.3323,333329.594
48143,Texas,Erath,5562064.739,6910944.732,8914302.368,10710063.17,1312287.973,1528494.34,1924974.913,2266832.087
48145,Texas,Falls,4500238.35,5003061.552,4213840.398,4015438.185,1331265.326,1454785.589,1248175.219,1199592.752
48147,Texas,Fannin,3166944.533,3124171.371,2894495.86,3315340.267,960784.147,943896.6944,900309.461,1032867.135
48149,Texas,Fayette,5275631.005,6573995.361,7927204.666,7087185.037,1682480.738,2169613.654,2675076.235,2334249.382
48151,Texas,Fisher,1606022.293,1665747.238,1506048.49,1698372.258,495375.9247,518085.3232,450065.461,419583.49
48153,Texas,Floyd,1379251.55,2321751.818,2099175.305,2327587.117,355713.665,638111.3435,631084.97,623870.6504
48155,Texas,Foard,725394.555,823097.775,698046.5775,931875.4825,181859.88,204182.7615,175822.9715,242084.56
48157,Texas,Fort Bend,2234254.872,2589622.721,2835463.796,3102773.048,712976.4085,831805.1036,900662.4982,995419.1768
48159,Texas,Franklin,1778902.248,2117497.728,3112207.51,3041964.975,472749.8495,548070.4945,837653.4945,857033.1195
48161,Texas,Freestone,3167690.563,3598770.47,3653351.71,4084408.391,1010832.965,1149109.601,1172197.833,1283399.268
48163,Texas,Frio,2942404.295,3009254.992,3584484.238,3023113.295,895021.104,755124.4386,927728.4305,901468.681
48165,Texas,Gaines,1390224.233,743638.9545,1967731.758,1826392.913,381669.174,225668.6102,589630.1965,536688.796
48167,Texas,Galveston,591414.9365,618169.3075,668408.3675,828250.636,179868.8101,191605.0855,158243.756,260737.7325
48169,Texas,Garza,1187283.693,1151184.41,1317581.903,794797.02,371031.6622,356244.687,424412.2,249796.59
48171,Texas,Gillespie,3160630.158,2949964.188,3028929.831,2977678.143,909886.8365,860189.3455,895978.632,870694.587
48173,Texas,Glasscock,779995.385,929800.125,571178.9475,602452.7175,242012.357,219006.305,167181.051,177402.06
48175,Texas,Goliad,3267237.366,3746504.271,2807244.548,2513117.35,776801.6697,896666.7164,899137.2425,800799.0755
48177,Texas,Gonzales,10072267.32,10421897.26,11571563.45,13513290.39,3261021.421,3437349.251,3749898.691,4334995.921
48179,Texas,Gray,3410709.552,3300850.833,3323587.348,3098353.415,1009323.194,934477.247,910626.173,819804.6055
48181,Texas,Grayson,3070079.109,3103530.34,2934033.569,3171139.533,888275.4062,933010.3064,876629.0296,957548.9095
48183,Texas,Gregg,593942.307,560836.2655,439887.77,502599.045,182461.6753,170972.5092,133965.169,156349.8645
48185,Texas,Grimes,3995980.73,4237270.413,3886695.398,4123411.91,1185827.357,1276504.471,1207468.95,1305275.044
48187,Texas,Guadalupe,2914589.447,2783022.383,2591109.79,2634935.655,920731.2082,850200.6551,799838.9164,808153.235
48189,Texas,Hale,2184141.38,3349527.445,2813094.588,3447847.395,661885.7185,1001149.76,763671.21,917241.882
48191,Texas,Hall,776104.675,716618.4525,872363.0975,1027249.348,243989.144,224093.795,277269.095,252738.19
48193,Texas,Hamilton,2735356.854,2707937.989,3171935.093,3631836.403,785134.0856,760593.8879,868594.059,982807.853
48195,Texas,Hansford,6192985.835,8112798.618,7537767.758,9134588.848,1876164.366,2359064.985,2159386.344,2552779.525
48197,Texas,Hardeman,805957.9175,816297.9975,822469.6125,1414517.903,251025.887,252203.6435,201865.59,362181.1305
48199,Texas,Hardin,279727.427,256778.625,259669.595,392373.085,85202.0838,78270.096,80270.36,122174.5307
48201,Texas,Harris,2690919.431,2802347.736,2506953.994,2559944.564,792371.0349,858400.2052,765967.102,783482.1895
48203,Texas,Harrison,2066799.604,1860063.823,1973792.895,2214379.808,636273.2537,579499.08,610545.857,690302.2912
48205,Texas,Hartley,5375566.693,6513574.688,5474565.585,7639592.293,1620373.461,1941858.646,1661014.038,2186887.735
48207,Texas,Haskell,837455.0575,987498.95,1061577.615,1515345.06,256942.8745,293854.1395,331152.744,471895.994
48209,Texas,Hays,1154244.274,1256816.793,1464222.843,1268606.947,353730.6277,383880.1922,450570.874,374847.9761
48211,Texas,Hemphill,2682365.638,2767718.768,3220980.595,3637191.023,749726.865,759337.891,863750.814,1007811.828
48213,Texas,Henderson,3987913.639,4457004.955,4205229.542,4231497.483,1232329.641,1394922.707,1303034.455,1315943.772
48215,Texas,Hidalgo,2910013.097,2380339.946,1423799.711,1570162.765,874772.2289,715679.3232,418590.2031,478311.5228
48217,Texas,Hill,2789191.919,2757007.802,2766641.483,3200484.116,843482.0408,804961.6592,808151.8685,953528.245
48219,Texas,Hockley,688505.0615,898825.6875,636260.66,898058.9475,200267.2969,243751.677,196522.1835,235685.851
48221,Texas,Hood,1513475.401,1332681.474,1455112.673,1597113.558,422299.8894,387677.4946,434925.2458,490600.1205
48223,Texas,Hopkins,7118140.3,8506398.165,8977904.261,8374560.544,1584706.139,1797394.239,1966017.959,1970458.293
48225,Texas,Houston,4557740.078,4515432.141,4840629.87,5052792.791,1443553.511,1421862.368,1538610.05,1598137.163
48227,Texas,Howard,833608.435,655049.2325,557744.235,837589.905,259288.2265,197153.564,173437.023,255204.898
48229,Texas,Hudspeth,1387062.708,1447049.683,1052299.008,1486197.953,345509.5975,343906.6895,333765.835,464319.505
48231,Texas,Hunt,2938500.302,2591702.354,2626224.978,2922689.391,877917.7342,774400.7306,783894.4562,890551.7589
48233,Texas,Hutchinson,1646855.418,1401189.625,2729280.863,1701771.493,503100.622,362678.1078,760712.307,503703.967
48235,Texas,Irion,1506642.875,1075886.918,1283164.4,1004427.49,421750.515,285749.2582,340166.7545,286542.41
48237,Texas,Jack,2240629.385,2352628.608,2338708.617,2583078.407,685102.4443,733885.735,719980.6416,806364.5469
48239,Texas,Jackson,2120202.689,2128994.83,2149883.975,2615553.723,691032.3094,695309.5585,689162.6755,633047.152
48241,Texas,Jasper,878233.2165,829699.1375,703454.3975,715413.853,270860.5327,258540.022,223412.555,224751.6862
48243,Texas,Jeff Davis,1771561.298,1942256.72,1791072.708,1707290.513,565370.323,604005.127,578829.545,428394.42
48245,Texas,Jefferson,1548295.329,1426570.308,1707107.872,2246588.735,498206.5906,458780.9,556948.8087,735142.255
48247,Texas,Jim Hogg,2460529.601,2573848.845,1546845.42,1551362.278,788487.0674,611472.9015,378049.1345,497974.23
48249,Texas,Jim Wells,2510826.342,2654768.08,2310288.87,2403830.725,762198.4463,801763.799,671280.769,710942.647
48251,Texas,Johnson,3064905.19,3469109.869,3889995.508,4294493.825,773452.879,847071.4548,967173.864,1150937.79
48253,Texas,Jones,1777282.044,1759134.614,1860554.855,2266219.104,547701.2201,518901.2264,529740.693,657213.2664
48255,Texas,Karnes,3448383.247,3303987.085,3119004.248,3193630.368,1094991.564,1047418.844,1000870.641,1011339.958
48257,Texas,Kaufman,4016227.566,2906147.615,3362273.131,3802928.706,1238731.833,892541.9753,1036388.749,1164490.766
48259,Texas,Kendall,1239243.574,1202846.815,1227797.946,1026244.528,351307.7403,341645.3638,354985.5547,302672.8105
48261,Texas,Kenedy,1758488.805,2426909.748,1686537.97,2154424.65,568043.95,586718.7525,541326.485,687767.225
48263,Texas,Kent,1138461.228,1198520.508,1211628.485,1331967.435,345643.3625,288622.902,293673.1925,332742.37
48265,Texas,Kerr,1528086.245,1290743.144,1362787.758,1195422.669,441225.8292,369701.8679,401326.59,354694.4749
48267,Texas,Kimble,1799101.093,1401481.606,1492819.24,1256796.72,504567.8255,381087.4809,420953.552,365019.598
48269,Texas,King,886879.405,812809.7875,774386.5475,1063350.09,217829.5925,262248.052,250391.805,316673.19
48271,Texas,Kinney,1537426.76,1734172.558,1641806.933,1028863.25,397737.2,384607.3175,443539.785,274981.68
48273,Texas,Kleberg,3402143.008,4209055.595,2868859.339,3437488.726,1090565.488,1379699.868,863298.0845,843367.2915
48275,Texas,Knox,1481919.533,1732405.53,1460133.873,3180660.938,458740.749,444118.8435,449041.687,859095.8205
48277,Texas,Lamar,3570095.083,3552092.525,3869943.053,4000082.492,1057637.116,1068448.288,1141706.505,1220567.73
48279,Texas,Lamb,2968481.555,4198940.598,4893187.283,4432420.628,787944.118,1159987.391,1373600.879,1132390.145
48281,Texas,Lampasas,2357191.409,1790884.58,2082853.299,1954279.261,714094.3106,540243.1211,647726.2899,595507.4269
48283,Texas,La Salle,2522745.77,2047596.963,1786126.89,1599252.098,815246.6105,661563.149,435549.8925,400547.127
48285,Texas,Lavaca,4871493.599,5424768.217,5481669.97,6368136.338,1564084.122,1744821.909,1774290.552,2069395.979
48287,Texas,Lee,3303123.078,3989502.557,4064288.029,4357074.485,1065418.324,1289462.841,1304054.216,1397241.659
48289,Texas,Leon,4083798.324,4930195.768,4934357.138,4892413.09,1301353.258,1587623.105,1586619.327,1556919.379
48291,Texas,Liberty,1343391.813,1341198.957,1563528.289,1937497.53,425618.3627,423212.4059,480442.6193,605814.8505
48293,Texas,Limestone,4180020.395,3805265.828,4012148.018,4213823.605,1248076.824,1190509.526,1271577.522,1316926.77
48295,Texas,Lipscomb,1936183.858,2081994.91,2392349.758,2230625.59,593358.9118,536534.1895,633215.624,585949.6585
48297,Texas,Live Oak,2973232.659,2510771.04,2337808.21,2169586.31,947778.0114,807675.482,741930.1483,695874.551
48299,Texas,Llano,2315250.422,2135543.988,1991321.793,1986419.523,750564.7835,680241.3095,629534.985,621898.867
48301,Texas,Loving,236647.64,157393.3025,171274.8988,163019.7,58004.8375,49607.055,56237.1175,53087.245
48303,Texas,Lubbock,2258805.77,2489182.468,2253160.002,2540206.953,583095.8156,650538.2947,653493.2656,833910.49
48305,Texas,Lynn,276996.995,505065.7525,347895.425,440970.3975,86969.452,130987.2825,109887.071,138000.855
48307,Texas,McCulloch,2825356.402,2232164.731,2872133.057,2420806.18,785399.8658,627219.7379,672495.9488,571144.504
48309,Texas,McLennan,4112007.754,3657235.193,3801553.496,4342527.833,1239184.479,1039246.089,1087285.234,1241792.516
48311,Texas,McMullen,1760515.788,1587606.298,1255895.528,1341883.225,566511.852,507175.184,395644.246,332198.2625
48313,Texas,Madison,2200984.485,2574033.235,2742954.175,2615301.235,697209.5253,818684.755,877227.977,822159.325
48315,Texas,Marion,500052.1125,481457.2135,434405.9775,436542.405,120430.9715,116575.3854,104584.071,135452.9615
48317,Texas,Martin,509470.466,574515.3125,640407.285,540881.7575,159264.2444,141774.2415,155426.1925,171490.095
48319,Texas,Mason,2559633.323,2196771.548,2037906.839,2263032.788,779225.077,687424.463,633576.206,695821.136
48321,Texas,Matagorda,2447425.305,2690857.829,2848567.386,3113861.522,790585.6683,870540.7561,924315.8728,1018656.069
48323,Texas,Maverick,2541760.218,2048640.188,1666779.92,1369123.153,680988.8325,500459.6565,499121.76,411006.995
48325,Texas,Medina,3490866.671,3380888.564,3385127.011,3131509.912,1088990.333,1046869.579,1016625.446,936505.0386
48327,Texas,Menard,1744988.545,1556487.39,1668059.54,1487290.95,440655.238,401961.641,432520.875,396803.765
48329,Texas,Midland,1349989.04,1235563.778,1249557.988,1318615.454,321507.4245,303097.158,311335.331,318571.3924
48331,Texas,Milam,4301292.03,4723708.094,4644493.925,5124430.828,1339397.729,1487095.87,1456468.202,1613204.739
48333,Texas,Mills,2330473.683,2020794.52,2257933.75,2443953.253,673599.182,561721.2388,528418.3745,703243.077
48335,Texas,Mitchell,1081045.748,1153338.196,1261408.138,1210668.633,329408.822,344430.7967,384552.593,366291.115
48337,Texas,Montague,3008798.21,3424187.98,3553434.073,3705902.586,905660.1302,1036527.937,1077475.316,1111382.968
48339,Texas,Montgomery,1162116.816,1317684.318,1258217.561,1479458.614,354011.7835,404192.6768,387897.7251,449339.4665
48341,Texas,Moore,5398699.63,6080912.384,6016287.595,6669520.653,1519446.178,1718038.028,1730426.76,1837691.12
48343,Texas,Morris,901530.5825,973876.77,1350674.575,1258516.273,279985.345,240676.3005,346949.8985,389158.17
48345,Texas,Motley,1261003.908,1247074.298,1124357.26,1340266.168,395198.3855,302967.8835,354240.87,428176.855
48347,Texas,Nacogdoches,5595487.427,6979119.875,7089725.895,7839236.038,1697736.091,2131880.035,2167062.341,2422085.354
48349,Texas,Navarro,4229031.612,4021184.846,3886577.545,3948872.203,1318171.798,1247312.067,1207993.836,1230255.511
48351,Texas,Newton,360452.106,315576.1175,268327.0875,313023.173,111066.7059,97976.7945,84755.3535,97720.9023
48353,Texas,Nolan,1834979.204,1799355.981,1841168.145,1924920.485,517864.4244,424473.2222,413662.518,587480.473
48355,Texas,Nueces,1163195.473,1031802.16,829243.2575,731663.09,274263.444,245117.472,199311.886,228460.397
48357,Texas,Ochiltree,2933552.89,3554037.02,3199356.228,2737466.573,786223.3765,969759.7045,885954.258,739436.192
48359,Texas,Oldham,3000380.683,2510206.18,2966560.905,3673904.265,897398.342,776891.02,817016.485,989405.2075
48361,Texas,Orange,335918.803,352346.009,349871.2965,503285.332,102999.411,109448.7681,107931.2751,158860.5969
48363,Texas,Palo Pinto,1867078.443,1967682.263,1914017.065,2375379.927,583714.6433,605041.9295,596634.251,725851.2158
48365,Texas,Panola,2933588.999,2782188.603,2731099.175,3231543.681,899923.1455,847383.7313,830194.7685,1002936.261
48367,Texas,Parker,3161551.994,3076046.202,3539836.594,4354609.116,887740.5984,866246.5916,1000878.095,1242624.623
48369,Texas,Parmer,6748627.064,8722940.725,11645967.89,13057835.37,1963506.482,2413069.886,3172063.281,3430019.269
48371,Texas,Pecos,3124247.432,3034757.412,3640087.198,2941339.963,831015.788,811584.0928,822141.7675,672944.0645
48373,Texas,Polk,930904.5265,1087461.668,989027.7625,1086050.868,291738.5786,261518.859,316425.097,347244.1502
48375,Texas,Potter,1477949.028,1441776.602,1268144.15,1325406.288,443909.416,435341.3434,341912.737,340807.4255
48377,Texas,Presidio,2085849.97,1630526.943,1450334.59,1783385.02,646961.626,520303.512,459851.0775,440896.6825
48379,Texas,Rains,1134804.528,1165685.233,1249747.583,1294529.571,317990.8223,326000.4502,334527.9185,357417.6463
48381,Texas,Randall,5183820.384,5775323.624,5521461.295,6251458.723,1498679.511,1676858.275,1528117.803,1608079.589
48383,Texas,Reagan,816805.445,942867.92,880769.195,738339.44,212368.643,209138.5695,195059.0905,199259.005
48385,Texas,Real,656262.325,496566.94,544416.0975,444678.6675,193289.641,111921.2955,158015.656,127396.285
48387,Texas,Red River,3123349.109,3388577.565,3471072.202,3508551.304,950230.3811,1039847.686,1062720.799,1093797.513
48389,Texas,Reeves,3351741.333,2967463.003,2844312.365,1879469.27,762697.713,770859.4245,675389.446,523226.577
48391,Texas,Refugio,1651547.053,1632126.75,1906365.778,1861990.785,532570.668,526426.688,608259.227,598453.359
48393,Texas,Roberts,1713461.043,1987812.61,1132579.315,1500880.33,485947.68,581731.1675,333450.765,379551.4225
48395,Texas,Robertson,4431721.262,4574694.862,4293712.622,4692203.405,1416262.34,1465843.376,1378055.368,1500421.251
48397,Texas,Rockwall,375556.42,294279.7425,313678.3875,342165.7165,115641.002,91863.487,74251.7845,102957.3126
48399,Texas,Runnels,2394500.558,2567558.657,2174149.105,1949648.721,693665.4153,728684.3833,609572.0975,574478.5831
48401,Texas,Rusk,2995995.796,2538850.816,2750524.542,3081232.635,929816.5007,785269.4777,851874.9176,963514.5745
48403,Texas,Sabine,777214.2975,481294.115,533331.7775,459630.6875,237680.106,149728.829,138369.239,142153.248
48405,Texas,San Augustine,1237903.488,1234790.08,1190873.605,1354128.368,388130.6015,384506.569,366254.4305,420825.76
48407,Texas,San Jacinto,678831.842,801844.055,805625.33,895017.584,161691.4048,193942.582,193685.8605,283238.9082
48409,Texas,San Patricio,1611987.31,1489907.272,1163980.948,1368355.498,435765.384,398118.3121,320504.9982,331508.74
48411,Texas,San Saba,3369477.494,3243046.95,3214600.503,2993139.828,1007190.811,970287.393,996042.627,929522.762
48413,Texas,Schleicher,2500492.865,2080486.63,2198531.6,1652493,661491.82,542150.847,568437.516,440097.3335
48415,Texas,Scurry,1143555.74,1134492.27,1361412,1394426.675,355757.6615,348871.234,329603.9575,343574.2735
48417,Texas,Shackelford,1986680.973,1775272.86,1702689.333,1688237.333,623407.535,434452.3195,529989.812,531672.15
48419,Texas,Shelby,4490494.328,5275740.435,6026070.59,8066486.99,1408271.906,1644235.815,1888356.604,2548115.924
48421,Texas,Sherman,4515630.253,5493893.563,4589840.788,7028880.303,1335676.36,1597700.956,1340672.635,2021286.35
48423,Texas,Smith,2997679.321,2648134.692,2875756.415,3002594.701,918446.949,809984.7854,865767.9519,897249.5193
48425,Texas,Somervell,367566.2945,343080.8095,392602.66,448181.58,111184.8006,102562.7813,95966.3485,109894.3725
48427,Texas,Starr,3609374.348,3207931.589,2794895.403,2742761.826,1056334.538,964543.7351,825802.443,821287.0444
48429,Texas,Stephens,1616841.665,1620030.453,1814716.173,1617833.84,512363.1722,505403.5605,569559.364,512508.379
48431,Texas,Sterling,1473063.705,1258027.213,1780556.925,1292266.05,371760.26,267008.715,381155.4725,278261.09
48433,Texas,Stonewall,1829869.857,1556337.183,1695679.34,1486365.953,448244.9836,477299.196,420305.819,370481.6905
48435,Texas,Sutton,1788050.488,1360780.128,1638147.84,1547770.023,489558.4,381193.33,457229.294,349164.8425
48437,Texas,Swisher,5377029.303,7582045.368,6833729.005,8113406.06,1589245.593,2229468.445,2053325.647,2172412.308
48439,Texas,Tarrant,1619828.364,1549991.339,1357919.268,1364840.502,435237.6864,422464.3794,385506.7329,394005.8081
48441,Texas,Taylor,2703115.865,3260537.326,3051565.508,2922986.371,743191.9987,799802.5547,817767.5352,815143.8627
48443,Texas,Terrell,1308710.513,964425.04,1200346.413,977089.4725,287385.43,186252.0745,272228.25,242726.42
48445,Texas,Terry,269877.1675,464719.045,351517.805,335088.34,66256.771,112651.9215,84467.842,81938.4695
48447,Texas,Throckmorton,1526715.905,2325992.688,1913546.265,2099856.975,482826.576,589126.4425,599591.225,524329.297
48449,Texas,Titus,2821145.098,2450538.825,3018631.535,3474112.968,855377.379,758409.219,920221.5955,1071670.156
48451,Texas,Tom Green,3453486.741,3723771.221,3877741.613,3559376.712,890085.7602,904817.9564,976814.5425,840946.0756
48453,Texas,Travis,1971133.024,1813069.916,1754647.124,1673736.565,596826.0459,552829.268,543729.6862,399925.7366
48455,Texas,Trinity,1232669.325,1370379.91,1352448.698,1300432.19,393689.105,444015.9245,441244.604,422585.167
48457,Texas,Tyler,669021.26,662556.782,600863.4255,668345.6205,213027.5005,210730.3193,192658.2047,211711.7358
48459,Texas,Upshur,2609035.368,2725771.879,3232576.701,3240041.466,718348.3567,744151.7849,892575.4872,950614.5579
48461,Texas,Upton,673870.1925,823461.2775,872463.0925,709043.48,163440.192,165846.967,182854.6875,155594.27
48463,Texas,Uvalde,2965847.822,2504417.038,3181191.598,3034284.31,705410.1448,726860.288,881529.9985,857361.6995
48465,Texas,Val Verde,2347134.831,1887033.088,2271843.723,1902339.555,512057.4384,416748.5914,475764.9552,450821.566
48467,Texas,Van Zandt,5072283.943,4867953.411,5030451.611,5332289.526,1541606.485,1482994.067,1496736.909,1531129.282
48469,Texas,Victoria,3063764.785,2586119.203,2742721.942,2937047.455,984297.0435,837704.822,883342.4325,947146.7185
